jour_de_tirage;date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
mardi;2016-03-22;15;49;12;26;42;5;8;-12-15-26-42-49-;-5-8-
vendredi;2016-03-18;14;49;21;19;24;5;11;-14-19-21-24-49-;-5-11-
mardi;2016-03-15;7;10;5;44;34;10;2;-5-7-10-34-44-;
vendredi;2016-03-11;26;43;1;21;40;9;6;-1-21-26-40-43-;-6-9-
mardi;2016-03-08;9;14;23;8;1;7;1;-1-8-9-14-23-;-1-7-
vendredi;2016-03-04;9;23;40;16;14;1;5;-9-14-16-23-40-;-1-5-
mardi;2016-03-01;37;7;28;13;4;11;10;-4-7-13-28-37-;-10-11-
vendredi;2016-02-26;13;50;5;33;15;9;11;-5-13-15-33-50-;-9-11-
mardi;2016-02-23;42;32;23;25;37;11;1;-23-25-32-37-42-;-1-11-
vendredi;2016-02-19;32;13;14;39;30;3;9;-13-14-30-32-39-;-3-9-
mardi;2016-02-16;3;22;50;10;37;6;10;-3-10-22-37-50-;-6-10-
vendredi;2016-02-12;31;49;28;20;3;5;2;-3-20-28-31-49-;-2-5-
mardi;2016-02-09;9;6;13;28;37;4;5;-6-9-13-28-37-;-4-5-
vendredi;2016-02-05;46;32;27;3;41;4;8;-3-27-32-41-46-;-4-8-
mardi;2016-02-02;36;21;10;6;9;6;2;-6-9-10-21-36-;-2-6-
vendredi;2016-01-29;29;32;23;1;5;1;7;-1-5-23-29-32-;-1-7-
mardi;2016-01-26;15;40;24;48;38;2;9;-15-24-38-40-48-;-2-9-
vendredi;2016-01-22;27;10;30;47;12;9;8;-10-12-27-30-47-;-8-9-
mardi;2016-01-19;2;30;38;43;46;7;2;-2-30-38-43-46-;-2-7-
vendredi;2016-01-15;43;38;19;10;46;1;11;-10-19-38-43-46-;-1-11-
mardi;2016-01-12;2;10;30;44;1;1;8;-1-2-10-30-44-;-1-8-
vendredi;2016-01-08;35;33;26;40;5;3;8;-5-26-33-35-40-;-3-8-
mardi;2016-01-05;36;10;6;39;31;6;10;-6-10-31-36-39-;-6-10-
vendredi;2016-01-01;44;37;38;39;4;4;7;-4-37-38-39-44-;-4-7-
mardi;2015-12-29;5;36;32;31;20;6;7;-5-20-31-32-36-;-6-7-
vendredi;2015-12-25;10;27;40;3;25;9;3;-3-10-25-27-40-;-3-9-
mardi;2015-12-22;19;41;18;40;20;7;10;-18-19-20-40-41-;-7-10-
vendredi;2015-12-18;22;6;26;29;48;5;6;-6-22-26-29-48-;-5-6-
mardi;2015-12-15;11;27;35;8;23;4;11;-8-11-23-27-35-;-4-11-
vendredi;2015-12-11;43;5;21;3;40;11;6;-3-5-21-40-43-;-6-11-
mardi;2015-12-08;48;29;12;38;17;9;11;-12-17-29-38-48-;-9-11-
vendredi;2015-12-04;17;27;18;39;8;7;1;-8-17-18-27-39-;-1-7-
mardi;2015-12-01;35;15;45;25;2;10;8;-2-15-25-35-45-;-8-10-
vendredi;2015-11-27;50;16;30;37;29;6;8;-16-29-30-37-50-;-6-8-
mardi;2015-11-24;26;14;17;9;16;10;11;-9-14-16-17-26-;-10-11-
vendredi;2015-11-20;34;49;30;46;4;8;7;-4-30-34-46-49-;-7-8-
mardi;2015-11-17;6;37;23;38;7;11;10;-6-7-23-37-38-;-10-11-
vendredi;2015-11-13;33;10;18;40;17;8;2;-10-17-18-33-40-;-2-8-
mardi;2015-11-10;43;39;13;6;18;2;8;-6-13-18-39-43-;-2-8-
vendredi;2015-11-06;26;40;38;17;3;4;10;-3-17-26-38-40-;-4-10-
mardi;2015-11-03;39;27;49;8;46;2;6;-8-27-39-46-49-;-2-6-
vendredi;2015-10-30;34;13;17;8;21;6;7;-8-13-17-21-34-;-6-7-
mardi;2015-10-27;11;20;25;36;12;9;6;-11-12-20-25-36-;-6-9-
vendredi;2015-10-23;25;7;32;39;30;2;8;-7-25-30-32-39-;-2-8-
mardi;2015-10-20;21;19;30;45;17;8;10;-17-19-21-30-45-;-8-10-
vendredi;2015-10-16;28;43;7;48;29;3;10;-7-28-29-43-48-;-3-10-
mardi;2015-10-13;26;15;12;47;29;11;3;-12-15-26-29-47-;-3-11-
vendredi;2015-10-09;43;42;47;40;1;9;11;-1-40-42-43-47-;-9-11-
mardi;2015-10-06;22;32;29;11;20;1;8;-11-20-22-29-32-;-1-8-
vendredi;2015-10-02;21;35;7;32;18;11;2;-7-18-21-32-35-;-2-11-
mardi;2015-09-29;14;49;26;11;29;3;9;-11-14-26-29-49-;-3-9-
vendredi;2015-09-25;14;37;30;13;23;8;2;-13-14-23-30-37-;-2-8-
mardi;2015-09-22;27;14;23;29;26;7;10;-14-23-26-27-29-;-7-10-
vendredi;2015-09-18;39;34;33;7;29;8;7;-7-29-33-34-39-;-7-8-
mardi;2015-09-15;44;8;15;17;49;5;8;-8-15-17-44-49-;-5-8-
vendredi;2015-09-11;19;50;10;29;18;9;1;-10-18-19-29-50-;-1-9-
mardi;2015-09-08;42;14;40;39;16;1;4;-14-16-39-40-42-;-1-4-
vendredi;2015-09-04;27;8;45;9;50;8;10;-8-9-27-45-50-;-8-10-
mardi;2015-09-01;6;27;45;19;21;8;1;-6-19-21-27-45-;-1-8-
vendredi;2015-08-28;11;34;30;29;31;4;7;-11-29-30-31-34-;-4-7-
mardi;2015-08-25;31;33;50;27;42;5;2;-27-31-33-42-50-;-2-5-
vendredi;2015-08-21;47;4;16;18;43;10;6;-4-16-18-43-47-;-6-10-
mardi;2015-08-18;7;10;19;12;11;2;9;-7-10-11-12-19-;-2-9-
vendredi;2015-08-14;45;4;44;7;39;3;5;-4-7-39-44-45-;-3-5-
mardi;2015-08-11;2;16;3;15;8;4;11;-2-3-8-15-16-;-4-11-
vendredi;2015-08-07;1;5;21;44;39;4;11;-1-5-21-39-44-;-4-11-
mardi;2015-08-04;50;15;39;10;45;10;9;-10-15-39-45-50-;-9-10-
vendredi;2015-07-31;34;21;16;50;40;6;9;-16-21-34-40-50-;-6-9-
mardi;2015-07-28;36;23;49;43;32;8;7;-23-32-36-43-49-;-7-8-
vendredi;2015-07-24;21;46;2;9;35;2;11;-2-9-21-35-46-;-2-11-
mardi;2015-07-21;14;29;44;27;20;10;7;-14-20-27-29-44-;-7-10-
vendredi;2015-07-17;21;48;22;1;43;9;7;-1-21-22-43-48-;-7-9-
mardi;2015-07-14;34;18;36;19;6;1;8;-6-18-19-34-36-;-1-8-
vendredi;2015-07-10;35;8;15;5;41;5;4;-5-8-15-35-41-;-4-5-
mardi;2015-07-07;7;41;33;18;6;10;3;-6-7-18-33-41-;-3-10-
vendredi;2015-07-03;11;18;44;15;12;3;9;-11-12-15-18-44-;-3-9-
mardi;2015-06-30;11;28;15;34;37;1;8;-11-15-28-34-37-;-1-8-
vendredi;2015-06-26;10;19;6;3;24;5;7;-3-6-10-19-24-;-5-7-
mardi;2015-06-23;16;38;4;22;49;6;9;-4-16-22-38-49-;-6-9-
vendredi;2015-06-19;7;14;20;31;42;9;3;-7-14-20-31-42-;-3-9-
mardi;2015-06-16;15;10;36;16;37;3;9;-10-15-16-36-37-;-3-9-
vendredi;2015-06-12;11;10;37;5;8;9;7;-5-8-10-11-37-;-7-9-
mardi;2015-06-09;5;34;17;9;32;8;6;-5-9-17-32-34-;-6-8-
vendredi;2015-06-05;8;7;2;48;45;9;1;-2-7-8-45-48-;-1-9-
mardi;2015-06-02;23;7;41;29;37;1;8;-7-23-29-37-41-;-1-8-
vendredi;2015-05-29;4;20;48;45;3;8;6;-3-4-20-45-48-;-6-8-
mardi;2015-05-26;6;24;7;21;5;6;5;-5-6-7-21-24-;-5-6-
vendredi;2015-05-22;18;44;35;24;45;5;11;-18-24-35-44-45-;-5-11-
mardi;2015-05-19;35;37;31;26;30;11;8;-26-30-31-35-37-;-8-11-
vendredi;2015-05-15;47;42;44;5;35;9;8;-5-35-42-44-47-;-8-9-
mardi;2015-05-12;29;30;14;46;40;3;6;-14-29-30-40-46-;-3-6-
vendredi;2015-05-08;14;19;49;7;47;10;3;-7-14-19-47-49-;-3-10-
mardi;2015-05-05;1;17;10;42;20;9;8;-1-10-17-20-42-;-8-9-
vendredi;2015-05-01;19;26;20;25;3;6;10;-3-19-20-25-26-;-6-10-
mardi;2015-04-28;36;24;28;26;45;10;7;-24-26-28-36-45-;-7-10-
vendredi;2015-04-24;31;5;40;29;19;3;10;-5-19-29-31-40-;-3-10-
mardi;2015-04-21;14;42;17;6;45;8;1;-6-14-17-42-45-;-1-8-
vendredi;2015-04-17;39;2;34;24;30;11;8;-2-24-30-34-39-;-8-11-
mardi;2015-04-14;49;34;32;24;35;2;1;-24-32-34-35-49-;-1-2-
vendredi;2015-04-10;25;43;22;23;30;5;9;-22-23-25-30-43-;-5-9-
mardi;2015-04-07;39;25;50;44;18;8;5;-18-25-39-44-50-;-5-8-
vendredi;2015-04-03;39;37;49;29;27;4;2;-27-29-37-39-49-;-2-4-
mardi;2015-03-31;8;28;20;24;49;8;9;-8-20-24-28-49-;-8-9-
vendredi;2015-03-27;30;39;32;44;2;10;6;-2-30-32-39-44-;-6-10-
mardi;2015-03-24;40;10;39;24;26;3;10;-10-24-26-39-40-;-3-10-
vendredi;2015-03-20;3;14;42;48;37;1;10;-3-14-37-42-48-;-1-10-
mardi;2015-03-17;11;23;44;38;26;8;1;-11-23-26-38-44-;-1-8-
vendredi;2015-03-13;4;5;22;18;23;3;1;-4-5-18-22-23-;-1-3-
mardi;2015-03-10;31;30;2;6;23;10;2;-2-6-23-30-31-;-2-10-
vendredi;2015-03-06;47;30;49;50;23;7;2;-23-30-47-49-50-;-2-7-
mardi;2015-03-03;6;21;13;8;11;8;7;-6-8-11-13-21-;-7-8-
vendredi;2015-02-27;17;25;14;5;47;10;9;-5-14-17-25-47-;-9-10-
mardi;2015-02-24;3;28;25;34;50;1;11;-3-25-28-34-50-;-1-11-
vendredi;2015-02-20;37;46;10;4;14;4;7;-4-10-14-37-46-;-4-7-
mardi;2015-02-17;5;2;18;43;30;10;1;-2-5-18-30-43-;-1-10-
vendredi;2015-02-13;24;12;39;44;42;3;11;-12-24-39-42-44-;-3-11-
mardi;2015-02-10;30;45;20;13;17;9;10;-13-17-20-30-45-;-9-10-
vendredi;2015-02-06;50;30;10;26;39;8;7;-10-26-30-39-50-;-7-8-
mardi;2015-02-03;50;44;17;31;33;11;7;-17-31-33-44-50-;-7-11-
vendredi;2015-01-30;9;24;15;13;19;3;8;-9-13-15-19-24-;-3-8-
mardi;2015-01-27;10;33;5;31;40;10;8;-5-10-31-33-40-;-8-10-
vendredi;2015-01-23;30;45;29;38;6;8;1;-6-29-30-38-45-;-1-8-
mardi;2015-01-20;33;47;15;41;44;10;8;-15-33-41-44-47-;-8-10-
vendredi;2015-01-16;34;32;29;30;46;6;3;-29-30-32-34-46-;-3-6-
mardi;2015-01-13;34;31;21;8;17;10;9;-8-17-21-31-34-;-9-10-
vendredi;2015-01-09;6;32;45;21;24;1;11;-6-21-24-32-45-;-1-11-
mardi;2015-01-06;20;38;30;14;49;4;3;-14-20-30-38-49-;-3-4-
vendredi;2015-01-02;24;25;49;28;22;3;6;-22-24-25-28-49-;-3-6-
mardi;2014-12-30;6;18;39;50;44;11;8;-6-18-39-44-50-;-8-11-
vendredi;2014-12-26;26;45;27;49;17;2;3;-17-26-27-45-49-;-2-3-
mardi;2014-12-23;49;25;9;19;8;10;2;-8-9-19-25-49-;-2-10-
vendredi;2014-12-19;39;44;23;29;31;5;8;-23-29-31-39-44-;-5-8-
mardi;2014-12-16;13;7;3;25;12;5;8;-3-7-12-13-25-;-5-8-
vendredi;2014-12-12;28;2;15;31;37;4;6;-2-15-28-31-37-;-4-6-
mardi;2014-12-09;31;1;3;42;46;11;4;-1-3-31-42-46-;-4-11-
vendredi;2014-12-05;5;8;48;47;37;3;2;-5-8-37-47-48-;-2-3-
mardi;2014-12-02;15;25;3;49;44;9;1;-3-15-25-44-49-;-1-9-
vendredi;2014-11-28;10;23;6;41;15;10;4;-6-10-15-23-41-;-4-10-
mardi;2014-11-25;32;7;36;3;25;1;6;-3-7-25-32-36-;-1-6-
vendredi;2014-11-21;28;32;7;37;4;5;10;-4-7-28-32-37-;-5-10-
mardi;2014-11-18;3;2;36;38;17;11;4;-2-3-17-36-38-;-4-11-
vendredi;2014-11-14;36;32;38;48;17;8;5;-17-32-36-38-48-;-5-8-
mardi;2014-11-11;46;14;36;2;21;11;7;-2-14-21-36-46-;-7-11-
vendredi;2014-11-07;32;13;38;46;25;10;1;-13-25-32-38-46-;-1-10-
mardi;2014-11-04;1;13;6;26;17;3;5;-1-6-13-17-26-;-3-5-
vendredi;2014-10-31;10;41;13;20;33;9;3;-10-13-20-33-41-;-3-9-
mardi;2014-10-28;45;17;40;10;15;1;2;-10-15-17-40-45-;-1-2-
vendredi;2014-10-24;42;20;3;30;9;6;1;-3-9-20-30-42-;-1-6-
mardi;2014-10-21;40;33;27;20;21;3;10;-20-21-27-33-40-;-3-10-
vendredi;2014-10-17;49;13;48;1;40;8;10;-1-13-40-48-49-;-8-10-
mardi;2014-10-14;15;23;32;4;5;7;3;-4-5-15-23-32-;-3-7-
vendredi;2014-10-10;29;42;47;45;6;9;10;-6-29-42-45-47-;-9-10-
mardi;2014-10-07;38;30;21;9;28;8;1;-9-21-28-30-38-;-1-8-
vendredi;2014-10-03;13;23;50;48;4;10;5;-4-13-23-48-50-;-5-10-
mardi;2014-09-30;33;13;15;3;42;5;7;-3-13-15-33-42-;-5-7-
vendredi;2014-09-26;46;35;47;13;27;1;2;-13-27-35-46-47-;-1-2-
mardi;2014-09-23;13;35;14;29;12;1;7;-12-13-14-29-35-;-1-7-
vendredi;2014-09-19;6;34;8;38;48;9;3;-6-8-34-38-48-;-3-9-
mardi;2014-09-16;4;30;35;50;29;4;2;-4-29-30-35-50-;-2-4-
vendredi;2014-09-12;31;9;33;26;13;7;11;-9-13-26-31-33-;-7-11-
mardi;2014-09-09;15;35;19;8;24;10;8;-8-15-19-24-35-;-8-10-
vendredi;2014-09-05;18;50;23;46;1;9;3;-1-18-23-46-50-;-3-9-
mardi;2014-09-02;39;45;25;31;5;8;1;-5-25-31-39-45-;-1-8-
vendredi;2014-08-29;32;38;26;9;2;3;6;-2-9-26-32-38-;-3-6-
mardi;2014-08-26;36;48;45;10;22;11;4;-10-22-36-45-48-;-4-11-
vendredi;2014-08-22;29;17;49;35;4;1;2;-4-17-29-35-49-;-1-2-
mardi;2014-08-19;11;34;47;4;7;7;8;-4-7-11-34-47-;-7-8-
vendredi;2014-08-15;4;21;30;5;23;10;8;-4-5-21-23-30-;-8-10-
mardi;2014-08-12;22;19;7;16;33;5;2;-7-16-19-22-33-;-2-5-
vendredi;2014-08-08;29;21;35;46;43;1;9;-21-29-35-43-46-;-1-9-
mardi;2014-08-05;5;21;42;7;19;11;5;-5-7-19-21-42-;-5-11-
vendredi;2014-08-01;50;44;46;48;24;10;5;-24-44-46-48-50-;-5-10-
mardi;2014-07-29;40;23;35;10;43;9;3;-10-23-35-40-43-;-3-9-
vendredi;2014-07-25;10;24;9;12;43;5;9;-9-10-12-24-43-;-5-9-
mardi;2014-07-22;1;43;50;45;24;5;8;-1-24-43-45-50-;-5-8-
vendredi;2014-07-18;1;41;43;11;29;3;11;-1-11-29-41-43-;-3-11-
mardi;2014-07-15;18;27;15;34;20;1;3;-15-18-20-27-34-;-1-3-
vendredi;2014-07-11;38;35;5;49;22;7;4;-5-22-35-38-49-;-4-7-
mardi;2014-07-08;24;18;22;8;27;11;4;-8-18-22-24-27-;-4-11-
vendredi;2014-07-04;47;18;43;39;4;6;2;-4-18-39-43-47-;-2-6-
mardi;2014-07-01;39;25;18;22;27;5;10;-18-22-25-27-39-;-5-10-
vendredi;2014-06-27;39;34;45;33;31;2;10;-31-33-34-39-45-;-2-10-
mardi;2014-06-24;20;1;7;21;48;4;7;-1-7-20-21-48-;-4-7-
vendredi;2014-06-20;5;38;49;15;25;1;2;-5-15-25-38-49-;-1-2-
mardi;2014-06-17;48;13;37;40;11;8;9;-11-13-37-40-48-;-8-9-
vendredi;2014-06-13;16;22;28;46;18;11;9;-16-18-22-28-46-;-9-11-
mardi;2014-06-10;12;18;21;33;32;1;11;-12-18-21-32-33-;-1-11-
vendredi;2014-06-06;34;40;25;7;49;9;11;-7-25-34-40-49-;-9-11-
mardi;2014-06-03;2;39;32;15;44;5;10;-2-15-32-39-44-;-5-10-
vendredi;2014-05-30;27;41;24;45;5;7;6;-5-24-27-41-45-;-6-7-
mardi;2014-05-27;16;13;26;25;7;1;6;-7-13-16-25-26-;-1-6-
vendredi;2014-05-23;31;3;47;8;34;11;9;-3-8-31-34-47-;-9-11-
mardi;2014-05-20;38;5;36;33;47;4;9;-5-33-36-38-47-;-4-9-
vendredi;2014-05-16;26;23;37;29;40;4;3;-23-26-29-37-40-;-3-4-
mardi;2014-05-13;47;34;13;30;4;6;2;-4-13-30-34-47-;-2-6-
vendredi;2014-05-09;45;28;3;26;21;10;7;-3-21-26-28-45-;-7-10-
mardi;2014-05-06;37;5;19;31;24;9;1;-5-19-24-31-37-;-1-9-
vendredi;2014-05-02;30;42;4;31;38;11;2;-4-30-31-38-42-;-2-11-
mardi;2014-04-29;35;26;18;23;44;3;11;-18-23-26-35-44-;-3-11-
vendredi;2014-04-25;13;49;44;21;24;9;1;-13-21-24-44-49-;-1-9-
mardi;2014-04-22;20;46;15;24;13;8;1;-13-15-20-24-46-;-1-8-
vendredi;2014-04-18;21;47;31;39;24;3;7;-21-24-31-39-47-;-3-7-
mardi;2014-04-15;14;50;47;26;3;7;11;-3-14-26-47-50-;-7-11-
vendredi;2014-04-11;8;33;30;12;19;4;11;-8-12-19-30-33-;-4-11-
mardi;2014-04-08;42;11;29;18;49;11;4;-11-18-29-42-49-;-4-11-
vendredi;2014-04-04;50;45;28;6;10;10;11;-6-10-28-45-50-;-10-11-
mardi;2014-04-01;44;38;18;16;26;10;8;-16-18-26-38-44-;-8-10-
vendredi;2014-03-28;3;43;19;28;4;3;7;-3-4-19-28-43-;-3-7-
mardi;2014-03-25;28;50;26;7;20;8;2;-7-20-26-28-50-;-2-8-
vendredi;2014-03-21;37;7;39;30;42;7;5;-7-30-37-39-42-;-5-7-
mardi;2014-03-18;27;36;34;8;39;5;10;-8-27-34-36-39-;-5-10-
vendredi;2014-03-14;30;24;6;27;25;9;5;-6-24-25-27-30-;-5-9-
mardi;2014-03-11;1;4;44;33;23;8;7;-1-4-23-33-44-;-7-8-
vendredi;2014-03-07;38;10;40;5;41;1;8;-5-10-38-40-41-;-1-8-
mardi;2014-03-04;3;22;5;27;44;6;1;-3-5-22-27-44-;-1-6-
vendredi;2014-02-28;38;44;32;12;43;2;7;-12-32-38-43-44-;-2-7-
mardi;2014-02-25;42;21;25;28;35;6;4;-21-25-28-35-42-;-4-6-
vendredi;2014-02-21;28;13;17;30;32;5;7;-13-17-28-30-32-;-5-7-
mardi;2014-02-18;36;37;26;23;49;6;7;-23-26-36-37-49-;-6-7-
vendredi;2014-02-14;19;39;4;2;6;2;7;-2-4-6-19-39-;-2-7-
mardi;2014-02-11;47;25;8;17;41;1;2;-8-17-25-41-47-;-1-2-
vendredi;2014-02-07;17;19;47;3;46;9;10;-3-17-19-46-47-;-9-10-
mardi;2014-02-04;37;1;33;21;38;8;4;-1-21-33-37-38-;-4-8-
vendredi;2014-01-31;10;15;31;8;16;8;9;-8-10-15-16-31-;-8-9-
mardi;2014-01-28;18;23;48;20;42;2;9;-18-20-23-42-48-;-2-9-
vendredi;2014-01-24;19;41;35;34;5;1;5;-5-19-34-35-41-;-1-5-
mardi;2014-01-21;4;42;35;48;12;5;8;-4-12-35-42-48-;-5-8-
vendredi;2014-01-17;26;19;33;42;32;10;4;-19-26-32-33-42-;-4-10-
mardi;2014-01-14;25;18;20;26;37;11;10;-18-20-25-26-37-;-10-11-
vendredi;2014-01-10;1;27;2;11;29;10;1;-1-2-11-27-29-;-1-10-
mardi;2014-01-07;2;45;20;27;33;6;10;-2-20-27-33-45-;-6-10-
vendredi;2014-01-03;3;44;27;38;31;3;8;-3-27-31-38-44-;-3-8-
mardi;2013-12-31;29;45;24;20;13;7;3;-13-20-24-29-45-;-3-7-
vendredi;2013-12-27;1;22;6;13;28;10;5;-1-6-13-22-28-;-5-10-
mardi;2013-12-24;5;31;43;50;19;6;2;-5-19-31-43-50-;-2-6-
vendredi;2013-12-20;13;22;17;43;12;10;3;-12-13-17-22-43-;-3-10-
mardi;2013-12-17;41;6;8;37;27;7;10;-6-8-27-37-41-;-7-10-
vendredi;2013-12-13;24;22;23;1;31;6;11;-1-22-23-24-31-;-6-11-
mardi;2013-12-10;49;50;24;6;35;7;1;-6-24-35-49-50-;-1-7-
vendredi;2013-12-06;18;31;36;2;1;7;10;-1-2-18-31-36-;-7-10-
mardi;2013-12-03;32;6;29;15;13;2;9;-6-13-15-29-32-;-2-9-
vendredi;2013-11-29;10;23;7;2;43;4;7;-2-7-10-23-43-;-4-7-
mardi;2013-11-26;44;27;23;42;19;5;3;-19-23-27-42-44-;-3-5-
vendredi;2013-11-22;40;26;13;25;50;8;9;-13-25-26-40-50-;-8-9-
mardi;2013-11-19;45;14;19;36;15;1;10;-14-15-19-36-45-;-1-10-
vendredi;2013-11-15;13;42;3;15;29;4;1;-3-13-15-29-42-;-1-4-
mardi;2013-11-12;29;48;40;37;14;11;2;-14-29-37-40-48-;-2-11-
vendredi;2013-11-08;35;20;42;43;28;8;10;-20-28-35-42-43-;-8-10-
mardi;2013-11-05;35;38;12;13;6;2;3;-6-12-13-35-38-;-2-3-
vendredi;2013-11-01;19;33;29;30;7;3;8;-7-19-29-30-33-;-3-8-
mardi;2013-10-29;32;9;10;30;37;6;2;-9-10-30-32-37-;-2-6-
vendredi;2013-10-25;2;31;38;3;10;6;10;-2-3-10-31-38-;-6-10-
mardi;2013-10-22;39;33;29;44;41;9;11;-29-33-39-41-44-;-9-11-
vendredi;2013-10-18;25;36;47;46;5;2;6;-5-25-36-46-47-;-2-6-
mardi;2013-10-15;39;18;27;43;47;7;4;-18-27-39-43-47-;-4-7-
vendredi;2013-10-11;6;17;23;12;43;5;9;-6-12-17-23-43-;-5-9-
mardi;2013-10-08;23;24;33;42;26;5;3;-23-24-26-33-42-;-3-5-
vendredi;2013-10-04;50;35;6;24;20;5;10;-6-20-24-35-50-;-5-10-
mardi;2013-10-01;19;44;48;25;23;9;8;-19-23-25-44-48-;-8-9-
vendredi;2013-09-27;41;15;11;38;43;6;2;-11-15-38-41-43-;-2-6-
mardi;2013-09-24;43;20;10;28;26;9;11;-10-20-26-28-43-;-9-11-
vendredi;2013-09-20;5;11;38;35;45;2;3;-5-11-35-38-45-;-2-3-
mardi;2013-09-17;44;17;21;42;13;11;9;-13-17-21-42-44-;-9-11-
vendredi;2013-09-13;14;27;6;4;33;10;5;-4-6-14-27-33-;-5-10-
mardi;2013-09-10;7;28;30;14;11;2;10;-7-11-14-28-30-;-2-10-
vendredi;2013-09-06;25;11;32;23;37;7;4;-11-23-25-32-37-;-4-7-
mardi;2013-09-03;5;18;16;42;9;7;9;-5-9-16-18-42-;-7-9-
vendredi;2013-08-30;45;25;17;36;2;5;9;-2-17-25-36-45-;-5-9-
mardi;2013-08-27;7;40;38;43;30;6;2;-7-30-38-40-43-;-2-6-
vendredi;2013-08-23;30;37;26;6;1;8;5;-1-6-26-30-37-;-5-8-
mardi;2013-08-20;42;11;50;49;5;8;11;-5-11-42-49-50-;-8-11-
vendredi;2013-08-16;39;20;24;37;27;5;10;-20-24-27-37-39-;-5-10-
mardi;2013-08-13;5;20;47;17;50;1;4;-5-17-20-47-50-;-1-4-
vendredi;2013-08-09;24;4;23;7;9;9;8;-4-7-9-23-24-;-8-9-
mardi;2013-08-06;17;47;16;49;31;3;11;-16-17-31-47-49-;-3-11-
vendredi;2013-08-02;42;36;48;37;21;7;4;-21-36-37-42-48-;-4-7-
mardi;2013-07-30;3;14;4;11;43;1;6;-3-4-11-14-43-;-1-6-
vendredi;2013-07-26;23;38;29;12;49;4;3;-12-23-29-38-49-;-3-4-
mardi;2013-07-23;19;14;44;16;15;4;5;-14-15-16-19-44-;-4-5-
vendredi;2013-07-19;24;35;13;26;16;5;2;-13-16-24-26-35-;-2-5-
mardi;2013-07-16;50;34;47;19;23;4;6;-19-23-34-47-50-;-4-6-
vendredi;2013-07-12;26;42;33;18;32;3;2;-18-26-32-33-42-;-2-3-
mardi;2013-07-09;18;16;38;49;31;10;4;-16-18-31-38-49-;-4-10-
vendredi;2013-07-05;28;4;33;12;15;1;10;-4-12-15-28-33-;-1-10-
mardi;2013-07-02;14;13;11;28;30;4;5;-11-13-14-28-30-;-4-5-
vendredi;2013-06-28;15;1;47;28;35;7;1;-1-15-28-35-47-;-1-7-
mardi;2013-06-25;4;13;35;27;5;2;1;-4-5-13-27-35-;-1-2-
vendredi;2013-06-21;30;11;36;45;10;1;2;-10-11-30-36-45-;-1-2-
mardi;2013-06-18;24;33;17;41;44;11;1;-17-24-33-41-44-;-1-11-
vendredi;2013-06-14;41;25;48;10;47;6;10;-10-25-41-47-48-;-6-10-
mardi;2013-06-11;7;9;25;5;41;5;1;-5-7-9-25-41-;-1-5-
vendredi;2013-06-07;14;26;45;50;7;2;7;-7-14-26-45-50-;-2-7-
mardi;2013-06-04;34;33;40;31;37;6;1;-31-33-34-37-40-;-1-6-
vendredi;2013-05-31;29;43;28;34;27;10;5;-27-28-29-34-43-;-5-10-
mardi;2013-05-28;34;38;13;8;26;3;11;-8-13-26-34-38-;-3-11-
vendredi;2013-05-24;22;17;40;7;27;2;3;-7-17-22-27-40-;-2-3-
mardi;2013-05-21;29;19;8;28;7;9;5;-7-8-19-28-29-;-5-9-
vendredi;2013-05-17;25;24;50;6;20;9;10;-6-20-24-25-50-;-9-10-
mardi;2013-05-14;24;7;8;36;27;11;5;-7-8-24-27-36-;-5-11-
vendredi;2013-05-10;48;35;45;1;32;4;11;-1-32-35-45-48-;-4-11-
mardi;2013-05-07;43;27;13;28;42;4;6;-13-27-28-42-43-;-4-6-
vendredi;2013-05-03;5;49;34;3;40;2;3;-3-5-34-40-49-;-2-3-
mardi;2013-04-30;13;50;40;43;36;9;5;-13-36-40-43-50-;-5-9-
vendredi;2013-04-26;40;38;16;24;11;2;5;-11-16-24-38-40-;-2-5-
mardi;2013-04-23;50;4;1;7;10;4;11;-1-4-7-10-50-;-4-11-
vendredi;2013-04-19;1;46;8;42;48;4;7;-1-8-42-46-48-;-4-7-
mardi;2013-04-16;33;50;22;1;11;4;6;-1-11-22-33-50-;-4-6-
vendredi;2013-04-12;28;45;15;5;10;3;9;-5-10-15-28-45-;-3-9-
mardi;2013-04-09;15;44;48;38;35;10;5;-15-35-38-44-48-;-5-10-
vendredi;2013-04-05;32;1;17;39;11;7;2;-1-11-17-32-39-;-2-7-
mardi;2013-04-02;17;12;41;29;25;1;4;-12-17-25-29-41-;-1-4-
vendredi;2013-03-29;44;30;46;43;13;9;5;-13-30-43-44-46-;-5-9-
mardi;2013-03-26;44;30;26;42;4;6;11;-4-26-30-42-44-;-6-11-
vendredi;2013-03-22;27;32;12;34;49;9;8;-12-27-32-34-49-;-8-9-
mardi;2013-03-19;44;32;19;37;35;9;1;-19-32-35-37-44-;-1-9-
vendredi;2013-03-15;24;14;39;4;21;10;3;-4-14-21-24-39-;-3-10-
mardi;2013-03-12;50;4;10;2;22;5;8;-2-4-10-22-50-;-5-8-
vendredi;2013-03-08;20;42;23;28;3;8;11;-3-20-23-28-42-;-8-11-
mardi;2013-03-05;33;31;19;8;39;7;2;-8-19-31-33-39-;-2-7-
